cid,mp
83975,69.00
12898,93.00
48132,143.00
33565,155.00
560193,43.00
39676,108.00
17563,99.00
5360515,169.00
4192,159.00
5556,234.00
41693,96.60
5284594,107.50
13818,108.50
21013,116.50
13636,115.00
9142,273.50
23938,1554.90
2733526,97.00
2724354,193.00
5281873,10.00
3034368,172.00
57363,253.00
2247,172.90
7303,36.40
3102,48.50
31337,214.00
560256,110.00
8663,121.60
3893,43.80
19463,10.00
24773,42.50
978,188.50
55245,150.00
30773,168.25
2788,178.50
30479,126.20
33775,184.00
34192,3.30
47491,176.00
47938,84.50
52999,163.00
56160,181.00
4046,175.00
11006,18.18
37517,136.00
39385,82.30
29393,137.50
8816,64.50
5383,162.75
29575,243.50
9444,229.00
5284373,149.50
34457,163.50
3657,141.00
6597,12.00
5364079,160.50
91650,96.30
10413,49.00
12021,0.50
31170,1070.00
29732,90.00
3032791,172.00
3032792,194.00
62155,172.60
9920327,152.50
1388,41.00
6966,286.00
71188,220.00
5360835,29.78
3380,166.50
40839,231.00
657237,260.00
148124,232.00
5359967,156.60
24812,583.00
19427,117.50
21694,155.00
21803,46.00
25059,124.50
21480,232.00
53518,91.90
62276,45.00
176879,124.00
93541,177.50
31645,90.50
92431,59.50
86453,217.00
86429,77.50
92425,202.50
86137,166.35
86369,122.00
91776,78.20
135492483,106.00
3034285,116.00
11097730,195.50
86367,75.90
6112114,99.45
86412,132.90
5280440,130.00
3690,40.00
71905,209.00
135403805,239.75
71674,188.75
3085092,113.00
127053480,117.50
3374,254.00
5323714,255.00
2662,158.00
5354618,29.00
3961,184.00
2585,114.50
441338,196.00
5533,86.50
91741,203.50
91773,191.00
3352,200.50
91754,111.50
91753,47.00
9576037,217.00
60758,289.50
18996,208.00
62781,300.00
41428,150.50
42586,71.50
7568320,50.00
7099,285.00
5284401,94.50
345512,175.50
266461,90.25
5362124,148.50
2265,243.50
53462,300.00
62805,202.00
2179,235.00
60018,203.50
31186,223.00
3220,256.50
285666,143.00
11054,195.50
7610,29.50
8776,228.00
77797,96.00
5997,148.50
12008,45.50
15478,222.00
6537506,200.00
60613,260.00
54682651,170.00
54689800,124.00
6733,68.50
4943,18.00
62478,37.00
11534837,44.60
9554,54.30
61938,87.00
34766,33.40
8512,193.80
10163,330.00
24293,646.00
15376,232.50
17818,161.00
10285,9.50
60825,161.00
5462355,151.50
64139,140.00
4463,248.00
24261,1710.00
5646,204.00
16667669,113.50
5935,110.00
42128,196.25
4235,137.00
3155,56.00
26758,141.50
5282375,104.50
449171,190.50
5284513,229.00
17142,95.00
8062,54.50
3092,181.00
18745,170.50
5564,55.65
2450,131.50
9552079,134.00
3883,180.00
447043,114.00
2118,228.25
54454,136.50
8617,124.50
243274,96.00
73957,182.00
2337,92.00
2771871,127.00
7013,61.00
135,214.50
3033,157.00
8247,131.00
10866,112.50
10607,183.00
15571694,161.50
40024,152.00
21608802,203.50
440907,156.00
54682463,245.50
175967,165.00
23677927,308.00
36183,456.00
19645,41.50
28777,92.60
91731,116.00
93315,59.60
213032,141.05
93542,104.60
180089,49.50
213031,153.00
84098,138.25
11664966,72.90
153974,101.50
122087,159.00
107720,88.10
86287519,176.80
3827,152.50
5284616,184.00
454216,135.50
3899,166.50
57697,310.50
4679,139.50
5734,161.50
14710,261.00
64965,195.00
135398744,188.00
6235,162.75
15533,45.50
16682828,16.00
61948,52.00
62097,66.00
5152,76.10
71384,193.00
5029,99.50
4829,183.50
60947,224.00
8916,17.00
5429,357.00
586,303.00
60877,138.00
18283,165.50
26164,383.00
6058,97.75
73674,186.00
36565,61.00
3002190,187.50
9651,126.50
5479,127.50
10624,224.00
6693,273.50
5281303,156.00
86287518,144.00
23993,1522.00
3023,99.50
134159042,644.00
3444,84.00
3365,139.00
468595,171.00
19988,145.00
51040,83.50
6267,234.50
10452,112.30
2723,115.50
3830,266.50
8163,15.00
5281078,93.50
60855,256.00
5338,247.50
54675769,154.00
2082,209.00
47576,146.00
86102,105.00
6580,119.50
26111,325.00
33360,71.00
9832750,117.50
82146,230.50
68911,87.00
2165,208.00
5035,145.00
3902,182.00
2187,81.50
60198,189.50
91778,100.50
197701,107.50
247,293.00
5281224,182.50
439213,88.00
2761171,165.00
4735,186.00
6035,188.00
441401,182.00
5905,160.00
6093,261.00
522689,858.00
24594,8.77
3348,196.00
61828,163.50
5781,256.00
2145,154.50
5802,310.00
6422843,64.45
182951,126.50
213013,143.30
53297381,167.00
4076,35.50
9862076,152.70
6931,76.00
39327,87.50
896,117.00
1066,228.50
4075,283.00
670,90.00
91497,57.50
89440,54.50
60846,116.50
2541,184.00
5281037,260.50
56339,174.75
34312,215.50
3331,152.00
3878,217.00
5284583,117.00
4843,152.00
5486971,187.00
5284627,125.50
23056,164.00
23982,1313.00
41381,55.50
6918204,124.00
60714,225.00
77999,154.00
3034010,43.00
2123,173.00
20279,220.00
445154,254.00
11349,171.50
5280443,347.50
5281855,360.00
6948,225.00
153920,137.50
5073,170.00
1645,115.50
4236,165.00
4614,161.00
10917,197.00
65999,262.00
85875,60.30
16630,137.00
9213,73.00
11362,195.00
65582,39.50
3520,50.00
9828343,213.50
2478,116.00
60838,222.50
80277,6.00
125468,63.25
11505,61.50
12433,48.00
6415,132.00
6227,50.00
2381,101.00
180081,68.75
3564,230.00
7244,5.60
11563,33.00
7808,66.40
12005,38.00
11847,56.50
26665,113.50
2375,192.00
2266,160.50
440936,199.00
3840,153.50
62389,234.50
4919,86.00
5281672,357.00
5280794,170.00
64945,284.00
72300,101.75
5099,173.00
449093,207.50
62329,111.50
6753,85.00
6669,135.50
4472,151.60
127151,170.50
4528,180.00
5280863,277.00
86132,106.55
6463,150.00
15381,221.00
10045,5.60
123591,-13.15
17778,276.00
18981,302.00
637568,101.70
12902,131.00
8273,241.50
14385,161.00
92873,210.00
52997,202.00
40087,211.50
3463,62.00
3339,80.50
150311,165.00
2678,112.50
54677470,254.00
5358,170.00
4652,239.00
4654,254.00
12749,144.00
13195,56.00
5198,64.00
2578,31.00
104799,85.00
2950,193.00
62274,297.00
1530,327.00
62134,191.00
47289,63.00
439260,217.00
60961,235.50
4485,173.00
61547,650.00
8157,20.00
409301,170.00
208902,114.00
213039,74.00
6288,256.00
6306,284.00
6106,293.00
11839,88.00
864,47.75
20055408,100.00
3607,70.00
10850,10.00
61600,190.00
61789,235.00
61818,107.00
4380970,98.00
55283,166.20
4168,147.25
214348,264.50
2481,138.50
4195,150.00
10110,18.00
23951,1072.00
1045,27.50
273,11.83
39185,300.00
39184,300.00
11271640,209.00
11292824,96.85
11693711,201.00
11048796,105.50
11556911,123.00
9907412,98.00
11193251,219.10
210326,121.05
11159021,149.00
11091168,157.00
11409499,195.40
12056760,200.00
12056759,235.00
6451142,141.80
11419598,199.50
68873,201.30
6540478,216.00
5857,159.00
3034396,104.00
62750,342.30
18087,320.00
85689,32.00
208898,151.00
5311,159.75
105010,207.10
9834513,157.50
5821911,139.10
213012,163.50
177863,94.80
86426,201.40
9576412,101.75
6537961,139.75
443031,149.00
3391107,105.50
91779,177.00
86356,78.75
114994,198.50
73281,172.00
91770,205.00
93539,165.00
91766,170.50
440995,203.50
6270,140.00
71485,130.00
222285,121.50
157355,146.00
493591,146.50
19700,283.00
16887,290.00
5281228,176.00
237332,31.50
93379,167.50
62648,120.00
61745,100.00
6379,420.00
123325,947.00
2088,234.00
62258,46.50
10382701,57.00
20431,236.50
31416,218.00
21223,288.00
8578,125.50
137994,71.50
160506,66.00
10083,97.50
6089,46.00
441314,114.00
6739,15.00
6977,56.00
152946,208.50
9571107,236.00
149096,226.00
4539,220.50
4583,253.50
10238657,129.30
23667639,300.00
522684,1.90
7626,58.00
67215,102.00
9013,173.50
10868,34.50
6731,241.00
26423,158.00
5284604,248.50
216210,276.50
3739,307.00
5388937,200.00
6323289,150.00
3724,245.00
23672589,261.50
60172,250.00
54682461,87.50
66166,120.50
6626,240.50
11742,74.50
73864,160.50
12111,162.50
6620,140.00
73659,249.50
479503,147.00
5281612,257.00
24864132,208.00
3324,103.00
6256,187.50
57469,293.00
92727,125.50
115237,179.80
10341,4.50
6451164,242.00
135398745,195.00
60966,63.00
21648,82.50
5961,184.50
1123,325.00
57350325,1910.00
121892,141.50
216239,205.60
197060,148.00
962,0.00
92839,11.40
50958,250.25
50961,211.50
104752,4.48
216237,225.90
39800,50.50
10096344,202.00
71360,119.00
135415867,213.00
3749,180.50
5388906,118.00
86398,199.80
5281081,162.50
2116,3.00
65575,86.00
33344,54.50
17520,156.60
1268142,36.50
76452,6.00
11597698,121.00
67818,30.00
4595,231.50
2754,159.85
7476,38.20
8369,161.50
19309,78.00
5462306,200.50
5408233,197.50
2789,167.00
12398,21.97
11635,28.17
12401,31.50
8222,36.48
12403,40.40
12405,43.80
12534,47.40
12592,50.30
12406,53.30
12407,56.09
11636,58.80
12408,61.30
12409,63.70
12535,65.90
12410,68.00
11008,69.70
12411,71.20
12412,75.08
91699,63.50
86173,78.60
31116,175.00
10569,173.33
6734,95.00
178,82.28
904,114.28
176,16.61
7592,86.11
1989,188.89
8247,130.56
2723593,166.94
5897,193.89
6588,-1.11
2244,135.00
9215,108.61
345512,175.56
6579,84.44
6581,12.78
457193,242.22
12364,220.00
8128,2.28
443939,204.44
186907,268.33
2724362,238.61
439517,205.28
9570071,100.00
9570092,21.11
444795,180.56
312231,240.00
16591,-15.00
11181,73.06
12309460,108.89
25607,47.50
25608,25.78
6488,117.78
444913,277.78
7409,20.00
8640,50.00
11080,57.78
9989226,2000.00
5359268,660.00
5359268,660.00
5359268,660.00
16230,293.50
6681,226.11
6702,205.00
3417419,127.22
520926,201.11
16526,220.00
22823,126.11
62274,296.94
22586,160.00
10699,95.56
4921319,168.89
7382,87.50
3894848,225.00
4348294,152.22
29872,203.89
7265,140.56
28207,126.11
21622,153.89
15132,138.06
7264,137.22
17820,156.67
4312530,285.00
40301,180.00
34665,130.00
34757,186.94
4984721,200.00
8486,202.22
7192,161.94
15630,166.11
22704,248.06
8588,98.89
101513,220.00
208384,132.22
7019,241.11
11937,239.44
8341,304.44
6051,127.78
6926,325.00
13624,223.89
8706,132.22
7015,51.39
7102,52.78
1539,126.11
9500,246.39
7087,193.61
15352,117.50
10439,59.44
4075,280.00
2155,90.00
17083,191.11
19525,98.33
1639,158.89
6096946,150.00
2164,156.94
6055,280.56
23565,198.89
637563,21.33
7541,159.44
6115,-6.11
8870,197.78
6913,-5.00
8418,216.94
2202,178.61
227,145.00
24557,8.33
73415808,333.61
5354495,630.72
14794,655.00
14957,149.00
736366,197.78
14771,315.00
24570,-16.00
86278622,600.00
33603,188.89
2256,176.11
17170,267.22
9444,228.89
2265,243.33
17531,52.78
2268,73.33
5462814,225.00
10316,36.11
2284,190.00
5355457,725.00
5284346,962.78
24414,1580.00
2310,126.67
2331,132.50
6697,170.00
241,5.50
7482,71.00
7371,43.33
8478,165.00
21644026,165.00
7111,127.78
8337,175.00
5798,171.11
19232,213.33
9128,178.33
6796,93.33
9158,217.22
243,122.39
8400,137.22
7505,-12.78
4650,115.72
7220,98.89
7367,-5.00
7412,-1.00
7187,103.89
9153,163.89
9117,278.06
244,-15.28
7498,-1.94
8363,23.89
5284479,247.50
7411,-16.40
5963,242.78
5954,158.06
5460467,1287.22
62672,270.00
12174,53.89
23555,68.06
5280567,194.44
7057,111.94
7626,57.78
5374946,159.44
7095,70.00
219064,220.00
20167,98.61
6433264,141.11
2578,31.11
18692,109.44
79154,172.78
2286,10.00
19958,132.22
8039,244.44
7628,171.11
11073337,450.00
24408,-7.22
6035,186.11
2450,131.39
15752,153.33
9993,-7.78
11464,245.50
16329,1.75
7101,91.22
2774217,173.06
5558,8.89
7565,17.22
10046,10.22
5802,310.00
442021,177.78
8064,16.11
15560,196.11
24433,0.00
31404,70.00
264,-7.89
5284435,205.00
10771,118.06
17190,332.22
17811,268.89
17047,271.11
13297,131.94
8581,180.00
2513,195.56
23973,320.89
24947,567.78
2519,237.78
24501,1455.00
56955933,1300.00
6093192,350.00
24497,1560.00
2537,173.89
2543,76.67
5944,217.78
8892,-2.78
7768,68.89
17038,160.56
8606,177.78
5831,202.50
8480,173.89
6854,245.56
25429,304.72
2566,151.39
11205,90.00
2576,92.50
10255083,136.11
7438,97.78
289,105.00
62750,272.22
2707,57.22
8630,195.56
2708,65.00
8371,288.89
8266,208.89
13836,245.00
10307,55.00
7849,-16.61
76063,197.22
6979,116.67
9809,56.94
8492,108.06
21209,91.11
94294,194.44
7263,68.61
18487,93.06
7251,22.22
22584,251.94
7255,26.11
300,62.78
10757,56.50
6996,12.39
7726,45.56
10522,36.11
16323,77.72
1732,66.11
5198,63.89
23392,126.11
23394,142.50
7056,59.50
17581,133.89
8489,46.11
19402,140.00
7245,9.00
2727,128.06
15910,250.56
2720,342.50
11289,115.00
16115,151.67
5281068,132.50
6240,194.17
2730,42.78
6209,303.89
24808,1152.22
23976,1900.00
25589,110.00
14915,196.11
9171,253.89
2756,141.67
2758,1.50
5284369,61.39
444795,189.44
5356785,5.56
22830,156.11
104730,1495.00
61444,96.78
92884,173.33
31304,202.78
15100,-11.11
23978,1082.78
22833492,345.00
11009,472.78
2871,91.11
323,68.89
54678504,176.11
23690431,245.00
10813,87.22
9300,60.00
73773,180.00
2724103,163.33
969516,181.39
9864,45.00
10476,52.22
10478,146.50
17522,14.44
8078,6.50
7966,22.78
7967,-16.11
13610,35.00
7517,90.00
6197,120.28
7965,-17.72
130801,116.11
2907,43.06
22420,51.11
5284373,149.44
8490,205.00
9864905,195.00
6253,212.50
6252,181.11
23665583,261.39
6175,215.56
5458428,257.50
20431,236.39
23676704,215.00
21238,343.89
11254,3.89
1254,37.78
86472,27.78
20353,76.67
159055,178.78
29327,115.00
5761,82.50
6251,166.94
71567,283.33
2950,192.78
6604100,279.44
62770,188.89
10788,120.00
3036,108.61
10921,268.89
2969,31.50
5743,263.06
17888,57.50
650,-2.39
38221,190.56
11976,67.22
7579,186.67
14580,88.33
7577,91.94
8715,222.22
428,-12.22
13205,106.11
10332,89.44
3016,125.56
9216,122.50
568,86.67
9217,59.44
7657,3.50
10867,49.44
5889,266.67
7280,6.11
656655,176.94
16682738,23.06
7430,191.11
32206,177.50
7289,-3.89
34239,128.33
8360,132.22
11860,125.00
6597,9.72
10793,45.00
11123,63.33
7262,50.00
7257,72.22
13404,70.83
6737,70.56
22710,42.50
7070,132.50
5787,158.61
5784,152.50
5758,143.89
25622,61.67
36613,201.67
6625,146.39
6294,109.44
16726,225.00
18555,61.67
11899,30.56
7443,42.78
3037,177.50
11334,58.89
8449,45.00
66,56.94
6899,68.33
7258,66.94
11571,67.78
1486,137.78
6565,10.00
16659,151.94
7254,-13.50
3039,83.89
6777,63.61
7582,20.00
6492,33.61
18283,159.44
20039,182.50
24066,211.94
135398739,175.00
969491,176.67
8113,27.78
6534,197.78
6781,-2.78
7050,70.00
15432,141.94
8117,-10.00
24372,168.89
448537,170.56
3032325,205.00
657220,103.89
9709,-7.50
8981,26.67
99681,183.61
660,25.00
16918,160.00
689043,223.89
838,211.67
8086,42.00
10660,104.72
41023,35.56
17652,33.50
22770,87.50
9016,56.11
62311,267.78
7069,112.22
8411,137.50
8554,0.00
7820,19.50
679,18.50
8441,141.11
6545,7.78
6672,15.00
6739,8.06
7440,30.56
6991,2.22
7426,73.06
6009,108.06
6053,111.11
7421,83.06
13757,162.22
8413,130.00
6001,122.50
15433,130.56
9380,168.06
11328,-16.89
10687,75.00
7771,22.50
7267,71.94
11335,48.89
7249,62.50
7948,63.89
3092,177.22
35842,292.50
27047,207.22
10800,87.78
7321,176.94
3858081,191.11
6264,28.75
11818,146.94
11803,216.67
11764,171.67
1493,113.06
11761,70.00
11813,66.11
8461,68.61
6950,40.00
14994,126.11
7569,96.67
31275,11.78
6719,146.67
8980,168.06
7583,26.83
11487,54.44
7594,150.00
31222,131.11
7570,37.22
8689,97.78
7595,237.78
6795,320.00
22827,285.00
9370,153.06
5702697,248.00
8447,167.78
6205,270.83
9306,133.89
3423265,205.56
31237,-7.00
11224,105.28
9013,173.33
641245,53.39
68589,162.22
91585,238.89
3220,256.67
13940,181.11
12358480,245.00
11048,300.00
5359318,246.39
5816,211.67
441411,157.22
16421,36.11
23741,26.11
23872,26.11
18604,20.00
3249,116.39
12559,101.94
3278,122.22
700,10.28
5991,144.17
3286,-12.50
2761171,165.00
3282,133.06
3293,0.00
6877,12.78
7862,192.22
8467,77.50
8469,0.00
578991,62.22
7839,9.94
174,-12.78
31236,13.89
2723650,203.33
3301,7.78
13652,-7.39
3314,-9.17
31070,49.44
3346,6.11
9470,83.61
24380,306.11
16562,163.61
9154,110.00
6853,116.67
4654,253.89
12542,108.06
5237,35.22
9808,3.89
67579,73.50
5790,150.56
9450,-8.89
9707,16.11
3385,282.50
135398658,250.00
713,2.50
284,8.39
17345,25.00
23668198,200.00
444972,301.11
637930,96.78
212930,39.44
3440,206.11
14770,1237.78
61635,110.00
26010,77.78
637566,-15.00
743,97.50
753,17.78
750,232.78
7860,15.00
3496,230.00
441140,220.00
15078,205.00
8394,183.33
3552,212.78
17734,102.78
3465817,127.22
62158,141.94
3589,95.56
8094,-8.89
6905,327.22
8370,228.06
6478,-8.89
42540,285.56
29575,243.33
108177,137.22
18015,18.89
8926,46.22
13529,-3.89
11057,215.00
16402,42.22
12679,6.11
12332,101.11
8035,-5.50
24842,253.89
9321,2.22
3639,273.89
768,-13.89
768,-13.89
784,-0.39
785,170.56
9015,52.50
4632,66.11
7546,81.67
1983,170.56
5147,140.00
160157,232.50
443297,151.11
24846,170.00
1923,76.11
3657,145.00
8971,240.28
54606642,271.94
8149,-6.11
5942,-14.50
7219,-1.67
9131,161.39
5359967,156.67
3715,155.00
807,113.33
92127,48.33
12574,36.94
5240,82.78
2788,178.33
6374,120.00
9271,121.11
7607,45.00
12310946,241.11
853433,-10.00
3767,171.39
6544,-7.78
23600,61.94
2728,41.39
6623,154.44
5807,170.56
299,350.00
13946,360.00
3827,151.94
439280,270.00
54670067,191.11
444294,178.61
6140,282.78
1123,300.00
6305,291.11
440995,222.78
16211478,40.00
5281735,96.94
3893,43.89
8430,44.72
8192,-9.28
8195,-7.22
5352425,327.50
22456,75.00
24460,843.89
519623,310.00
14793,290.00
30709,70.28
10923,0.00
5280450,-5.00
5280934,-11.28
433294,605.00
62714,680.00
9903,185.00
11568,124.44
10824,0.00
7932,-10.28
447,157.78
7933,32.78
7610,13.33
342,11.50
7452,90.00
7423,113.89
12576,142.72
8497,141.11
8495,35.00
12078,46.11
11137,96.94
7422,15.50
7076,88.89
7418,111.94
522105,227.78
15133,14.44
11029,350.00
15415,20.00
4004,2.83
444266,130.56
7923,52.78
23665729,111.11
867,135.61
8010,32.22
8369,163.06
23930,1243.89
4030,288.50
6279,208.06
7955,345.00
460612,177.22
4064,105.00
707035,303.33
697993,179.17
16248,117.22
2724350,307.78
24085,276.11
30856,500.00
15337,178.89
16684434,232.50
4093,16.11
4093,16.11
4096,44.44
23664719,114.44
8667,162.22
14677,87.50
14676,188.33
13709,39.44
4109,78.33
12251,7.72
33363,21.11
4115,86.94
12521357,65.00
4114,147.78
8635,24.44
7150,-12.22
11722,53.89
11167,35.56
14451,137.22
409301,170.00
4156,20.00
12682,-2.22
4130,37.50
7963,3.61
4133,-8.61
8201,37.78
10349,111.67
6570,-6.67
31426,270.56
6978,117.22
11356,112.22
21575,221.11
18371,135.00
720471,284.44
11783,92.22
16096,183.06
7319,188.61
19508,68.06
7441,131.94
18370,216.94
519683,176.39
22833482,275.00
11298,94.44
16097,155.00
15294,61.11
7455,32.78
10704,145.56
1674,179.44
7092,75.56
104827,190.00
7567,90.56
22772,106.11
26108,277.50
8016,-4.50
7127,-3.89
17299,46.67
16682942,156.11
7055,34.61
13257,122.78
17321,58.06
9280,225.00
16932,70.56
11927,36.39
16797,152.22
667493,300.83
14322,76.67
30479,125.00
4173,158.89
9414,85.00
24832075,266.94
7031,172.22
16945,485.00
5746,360.00
14802,795.00
4,1.39
23689119,232.22
8083,-4.89
6753,85.00
10461,13.33
2478,115.83
7142,226.94
7589,17.78
10868,34.44
6828,78.89
2735009,143.89
7293,107.78
7490,50.00
75185,77.50
7120,26.94
949,2.44
36183,446.11
15106,188.89
11570,98.06
34210,199.44
12124,207.78
10843,65.50
7684,152.78
4353,107.78
2482,57.78
7184,68.33
11595,96.11
6633,84.44
12405,44.39
8182,-9.61
8222,36.72
6637,63.89
19318,96.11
7098,35.00
12403,40.50
12398,22.22
12407,56.39
11006,18.17
5896,136.67
10313,128.06
7573,74.17
7483,152.22
135436526,117.78
91296,191.11
11954,82.22
13543,74.44
7882,241.67
12967,103.33
47289,66.67
12699,123.89
6838,66.50
6046,28.89
12613538,47.22
12401,32.11
12408,64.50
11635,28.28
12391,10.00
7013,62.22
8679,107.78
7564,73.89
7518,83.33
13662,89.44
657298,220.00
12592,52.22
12389,5.89
12535,65.78
19592,117.50
4421,229.44
931,80.22
18503,127.22
16719,120.00
16720,190.00
10667,146.11
8530,136.11
30231,156.11
5497,25.00
935,1555.00
25199732,790.00
24586,847.78
62390,171.94
936,130.00
938,236.11
4485,173.06
10236,241.94
8776,227.78
8758,246.11
6829,36.94
21208,161.11
13432,80.56
8462,-2.50
8390,78.33
39141,223.06
9795,31.67
7386,-2.39
7447,117.78
5111791,200.00
7444,105.56
15685,103.33
4338370,137.22
11769,103.33
8494,81.11
7485,9.39
11767,141.94
12076,268.89
7416,5.56
7195,208.06
7114,113.89
24121,208.89
8407,75.50
15787,70.56
11831,157.78
6604200,267.78
5447130,238.06
3032552,-9.28
5935,109.44
4510,13.33
17549,131.94
6849,61.50
11392,78.89
6947,45.56
6433340,106.94
575508,185.50
230976,118.89
6969,181.11
1678,63.89
5955,153.89
4122,298.89
31289,62.78
4211,77.50
8443,110.00
5801,172.50
10638,319.44
7000,5.00
8638,226.11
7240,-1.94
8374,142.22
17604,95.00
27882,52.50
335,31.11
7239,-17.22
15173,45.00
521874,150.00
11346,28.33
6946,71.50
11876,176.61
11087,147.50
11875,25.00
11921,51.11
6945,32.50
27054,2.22
11888,83.89
6944,-9.50
21226,101.94
6984,12.22
6766,57.78
27924,72.22
8373,107.50
7242,-16.28
12484,215.00
10721,-13.50
442530,168.89
20966,221.11
18636,330.00
16692,197.50
68406,83.28
17905,25.00
15793,50.56
379,16.39
17550,131.11
445639,16.28
10377,48.89
967,345.56
9568,156.67
8425,48.50
30318,40.56
439501,200.00
971,188.89
4616,205.56
6550,18.89
4621,104.17
6398969,77.50
4618,-10.00
5281034,178.89
3035,88.89
19266,256.50
31230,166.39
978,188.33
403,186.67
7732,57.22
2734956,236.11
15277,119.44
7807,66.39
7805,28.50
14855,49.44
7812,72.50
6318,242.78
8445,53.06
2879,34.78
4685,52.78
3610,68.33
7574,78.89
11505,60.00
17231,107.78
7487,81.11
7475,147.78
12091,202.50
6108,242.22
8502,75.00
7474,83.61
7494,63.06
9074,143.89
7473,54.50
9076,3.06
7814,140.00
7115,212.78
7470,181.11
10891,242.78
7724,29.50
12148,182.78
7809,13.28
6084,224.44
31264,12.61
15938,300.00
11292,268.89
991,6.11
26596,256.11
23668834,210.56
23676814,199.72
6800,138.06
11852,229.50
6906,287.78
15767,108.33
11855,86.11
42128,195.56
114878,120.00
992,191.11
17386,37.28
8813,190.00
5917,57.50
9555,78.06
4754,135.83
995,100.00
9189,106.67
24180706,210.56
266461,90.28
13266,176.39
5282139,105.83
24744,143.33
4763,175.83
20468,175.00
6143,73.06
996,42.78
996,42.78
996,42.78
4764,260.00
6017,184.44
19188,98.89
5284441,138.89
31217,3.50
7969,-14.78
4021,128.61
4781,105.56
61009,93.89
7243,103.06
7935,63.33
5284443,142.50
60962,244.44
16682730,148.89
16682924,176.94
62943,195.00
676454,148.00
1775,296.39
12901,71.67
1004,42.22
24613,56.11
24813,1.22
6956,227.78
1017,210.56
6811,130.78
6809,237.78
5983,105.56
657348,186.11
15965,200.00
6954,122.22
6953,83.89
22399,310.56
4837,106.11
8893,335.00
8082,-8.06
8438,37.22
23939,1772.22
4870,202.50
24502,397.78
23673461,350.00
253877,730.00
4873,770.00
9032,633.89
517106,250.00
522689,857.78
4909,281.67
4911,195.00
9703,222.78
5994,121.67
17516,87.50
4927,60.00
6014,231.11
14264,30.00
9279,160.00
6270,140.00
4944,88.89
4947,150.00
7175,96.39
22933,-7.78
5281033,266.67
1046,191.94
31423,156.11
1727,158.89
5284451,100.56
40813,222.78
1057,133.33
6888,50.00
54680693,212.50
5280343,316.67
6239,248.89
7060,-2.22
6307,251.11
441074,167.50
7047,-15.00
85842256,163.33
6720,146.11
935,1455.00
5770,264.44
5054,110.00
10222,98.89
10168,321.11
1201546,168.50
23948,1966.11
37542,175.00
5281744,187.22
9298,41.11
6758,165.56
5143,228.89
5144,11.22
1088,207.78
517999,197.22
2723876,55.00
5192,134.50
1091,70.00
24087,100.00
24647,8.50
6326970,200.00
24011,111.06
5281750,217.22
24261,1710.00
5461123,1410.00
23954,961.94
10475,320.00
24470,212.22
5216,226.11
3714831,-6.11
16693908,1000.00
47275,86.11
61460,57.22
23667548,217.78
516892,108.89
22146515,792.22
8929,563.89
23665706,265.00
517202,225.00
533728,95.00
5235,992.78
23690443,61.94
23668193,271.11
23674889,175.00
24934,710.00
4148882,630.00
643460,134.50
16682804,122.22
24479,246.11
5281,69.28
1110,184.44
15331,154.44
7922,119.61
8062,57.50
5320,183.06
5327,198.61
5328,207.78
5329,167.22
5333,165.56
5336,191.94
5344,196.39
6498,64.44
2955,175.56
1118,10.36
1118,10.56
7161,28.89
36314,214.44
6327182,450.00
5392,30.56
6386,25.50
6410,-7.78
11966,7.78
7393,101.11
16043,128.06
32793,-7.50
5995,120.00
17771,262.22
6618,181.94
6427,25.00
6426,40.56
12463,45.56
12468,51.11
7270,138.89
15625,295.00
35454,185.00
29910,182.22
29910,182.22
13428,66.11
8330,99.44
21013,116.11
6028,70.00
13636,115.00
12442,97.78
8326,255.83
13745,96.11
11005,53.89
7873,0.00
3117,70.00
2723754,285.00
17725,78.33
7269,79.22
41206,168.33
10509,14.22
70896,48.33
74745,252.22
24403,987.78
10178,131.11
5426,270.00
11247,110.00
24937,206.11
24833,632.22
23031,272.22
24642,430.00
5429,357.22
2153,273.06
5430,304.44
2723949,113.06
7308,150.00
700999,153.89
2724189,170.00
8765,108.33
1133,-16.50
9272,-1.67
3032791,172.22
2723789,181.94
2723790,176.94
5455,155.56
6136,174.44
5352426,231.67
16747781,1630.00
26042,1860.00
76030824,288.89
5505,128.33
11443,20.50
27324,273.89
7261,98.89
642197,1.94
641240,113.06
638088,124.44
9882105,102.22
11232,25.56
6529,77.50
39385,82.28
13931,24.17
5546,316.11
6235,162.50
1483,95.56
10850,10.00
5853,83.33
6718,92.50
6421,57.50
26132,61.39
20250,53.61
12471,73.89
6895,52.61
13,17.22
7950,63.33
524223,92.78
28697,55.56
6983,57.50
29228,71.11
88365,72.50
27582,78.06
13619,58.06
13618,56.11
7271,67.78
6914,69.50
11859,101.11
1480,157.78
7158,176.11
7285,-14.72
12534,47.61
12388,-5.50
11622,30.06
7618,21.61
20701,43.06
17701,-13.50
8172,-4.28
5799,138.89
5565,12.22
7375,2.78
5569,46.67
10187,178.61
129630809,150.83
24730,45.00
11089,166.94
5578,200.83
20525,113.06
13225,176.67
2779938,87.50
8717,67.78
14016,37.22
10271,193.61
8521,175.56
6954,122.22
8376,80.89
8081,63.89
8289,50.56
11776,80.00
7540,23.06
11775,127.22
12540,106.11
9907219,118.89
5284472,117.50
17142,96.39
5561,-3.89
5453,51.50
62570,-2.78
6194,206.11
1176,135.00
5641,48.89
3000706,190.00
14814,690.00
1183,81.94
8317,492.50
8419,42.50
5388983,284.44
5978,218.89
27492,54.44
445354,63.06
