cid,mp
1119,"-104 °F"
17358,"-83 °F (Sublimes)"
1118,"51 °F"
24807,"-107 °F"
62586,"-134 °F"
24555,"-185 °F"
17607,"-212 °F"
1480,"307 °F"
165411828,"1652 °F to 1832 °F"
23956,"5425 °F"
6327182,"842 °F"
24559,"-36 °F (Sublimes)"
5392,"87 °F"
7873,"32 °F"
6766,"136 °F"
7076,"192 °F"
7115,"415 °F"
15625,"581 °F"
6426,"105 °F"
6427,"77 °F"
12418,"-94 °F"
6591,"-33 °F"
31373,"-2 °F"
29910,"360 °F"
6511,"-202 °F"
8028,"-163 °F"
6394,"-15 °F"
18745,"338 °F (Sublimes)"
10509,"57 °F"
24403,"1810 °F"
10178,"268 °F"
7308,"302 °F"
1133,"2 °F"
24386,"-156 °F"
5455,"312 °F"
5352426,"449 °F"
88989,"(600 mmHg): 1976 °F (Decomposes)"
16747781,"2966 °F (Decomposes)"
26042,"3326-3362 °F"
8413,"264 °F"
1140,"-139 °F"
7261,"210 °F"
11443,"71 °F"
7242,"6 °F"
7934,"-23 °F"
7813,"111 °F"
31357,"-112 °F"
6421,"136 °F"
13,"63 °F"
6574,"-34 °F"
6575,"-99 °F"
524223,"199 °F"
7285,"6 °F"
6428,"-31 °F"
8471,"-175 °F"
6384,"-267 °F"
11089,"322 °F"
1146,"-179 °F"
10686,"-14 °F"
7247,"-77 °F"
7947,"-49 °F"
8472,"-108 °F"
8376,"176 °F"
6527,"52 °F"
11775,"261 °F"
8289,"120 °F"
23964,"6170 °F"
N/A,"-58 to -76 °F"
62570,"27 °F"
23989,"2097 °F"
8063,"-133 °F"
N/A,"1274 °F"
14814,"1274 °F"
7904,"-136 °F"
11641,"-219 °F"
6338,"-256 °F"
7833,"-164 °F"
6339,"-257 °F"
6366,"-189 °F"
6369,"-227 °F"
N/A,"-106 °F"
54678486,"322 °F"
7237,"-13 °F"
7929,"-54 °F"
7809,"56 °F"
15133,"58 °F"
56846457,"-33 °F"
23993,"2732 °F"
5727,"554 °F"
3007857,"3587 °F"
11178,"266 °F"
23995,"3375 °F"
2268,"163 °F"
N/A,"Decomposes"
24670,"54 °F"
N/A,"3110 °F"
8105,"-18 °C"
8693,"Liquid at room temperature"
4124402,"26.5 °C"
62324,"-94 °C"
67184,"173-175 °C (slight decomposition)"
7590,"-29.4 °C"
7678,"-15.3 °C"
8571,"198.8 °C"
8363,"24 °C"
7474,"182 °F"
7475,"295 °F"
7489,"sublimes"
948,"132 °F"
24807,"-112 °F"
24813,"34.2 °F"
24823,"-315 °F"
260,"-124 °F"
7497,"-94 °F"
17497,"-150 °F"
7500,"-139 °F"
7501,"-23 °F"
7503,"-38 °F"
24870,"-74 °F"
7515,"-71 °F"
7516,"67 °F"
145068,"-263 °F"
3032552,"15 °F"
7543,"210-225 °F"
7570,"99 °F"
7577,"198 °F"
7583,"82 °F"
N/A,"124 °F"
10219726,"343 °F"
7618,"70.9 °F"
25134,"-51 °F"
7758,"-100 °F"
7768,"156 °F"
244,"4.5 °F"
7802,"-38 °F"
68315,"143 °F"
4685,"128 °F"
7812,"162.5 °F"
7813,"112 °F"
7814,"295 °F"
7833,"<-67 °F"
7835,"-54 °F"
7838,"-148 °F [forms glass]"
7839,"50 °F"
7843,"-217 °F"
7845,"-164 °F"
7847,"-126 °F"
7850,"-210 °F"
11,"-32 °F"
34,"-90 °F"
7855,"-116 °F"
3301,"47 °F"
7858,"-200 °F"
7859,"-62 °F"
33,"3 °F (40% solution)"
174,"9 °F"
7860,"59 °F"
7864,"-154 °F"
7865,"-148 °F"
7870,"-58 °F (sets to glass)"
7873,"32 °F"
7892,"-245 to -148 °F"
7895,"-108 °F"
7900,"-139 °F (sets to glass)"
7903,"-162 °F"
7904,"-136 °F"
7909,"-120.5 °F"
7910,"-130 °F"
7912,"-78 °F"
7914,"-123 °F"
7915,"-100.1 °F"
7918,"-99 °F"
7923,"127 °F"
7934,"-23 °F"
7935,"145-147 °F"
5054,"228-232 °F"
7958,"-51.5 °F"
7959,"-83 °F"
7962,"-196 °F"
1140,"-139 °F"
7964,"-50 °F"
7965,"0.1 °F"
7966,"77 °F"
7967,"-49 °F"
996,"109 °F"
7969,"5.4 °F"
7997,"-134 °F"
8003,"-202 °F"
8007,"-58 °F"
8012,"176.2 °F"
8019,"-121 °F"
8020,"-157 °F"
8021,"-58 °F"
8025,"-113 °F"
8028,"-163.3 °F"
8034,"-101 °F"
8038,"-145 °F"
8051,"-32 °F"
8054,"-85 °F"
8058,"-139 °F"
8063,"-132.7 °F"
8076,"-94 °F"
8078,"44 °F"
8079,"-154 °F"
1049,"-44 °F"
8083,"23.2 °F"
N/A,"50 °F"
8095,"-79 °F"
3485,"7 °F"
8111,"-38 °F"
8113,"82 °F"
8115,"-58 °F"
356,"-70 °F"
8128,"34 °F"
8133,"-107 °F"
8141,"-60 °F"
8160,"-82 °F"
8195,"19 °F"
2871,"196 °F"
4944,"187-197 °F"
8252,"-301.4 °F"
3224,"223 °F"
8285,"500 °F (sublimes)"
8289,"122-124 °F"
8301,"-224.5 °F"
8343,"-58 °F"
8360,"270 °F"
8370,"441-444 °F"
8376,"177.6 °F"
N/A,"23-32 °F"
8411,"279 °F"
8413,"264 °F"
2912,"158 °F"
86278622,"1112 °F (decomposes)"
25477,"1112 °F (decomposes)"
25504,"4946-5126 °F"
N/A,"167 °F (sublimes)"
289,"221 °F"
13,"63 °F"
N/A,"34 °F"
8461,"158 °F"
25517,"662 °F (sublimes)"
8471,"-175 °F"
8472,"-108 °F"
949,"36 °F"
131633415,"1112 °F (decomposes)"
4004,"37.1 °F"
86341921,"392 °F"
8490,"401 °F"
11487,"127 °F"
31217,"38 °F"
31246,"-27 °F"
785,"338 °F"
31256,"-47 °F"
31260,"-179 °F"
31272,"-107 °F"
31275,"53 °F"
31276,"-109 °F"
196,"304 °F"
16402,"108 °F"
280,"-109 °F (sublimes)"
674,"-134 °F"
N/A,"2696-2768 °F"
31357,"<-112 °F"
31368,"-32.4 °F"
31369,"-153 °F"
31373,"-2 °F"
31374,"-4 °F"
31404,"158 °F"
56846457,"-33 °F"
14770,"2260 °F"
11073337,"842 °F"
16211214,"167 °F"
N/A,"1063 °F"
N/A,"1063 °F"
6093208,"1076 °F (decomposes) (loses H₂O)"
14778,"4662 °F"
10197697,"2599 °F"
25670,"-20.6 °F"
N/A,"2664 °F"
518696,"2664 °F"
14792,"5072 °F"
14797,"680 °F"
14798,"605 °F"
8554,"32 °F"
9864905,"383 °F"
3007857,"3587 °F"
14814,"1274 °F"
14817,"527 °F"
10112,"1517-2442 °F (decomposes)"
N/A,"1517-2442 °F (decomposes)"
114878,"248 °F"
524223,"199 °F"
N/A,"-125 °F"
10219853,"1366 °F"
8606,"352 °F"
N/A,"dehydroxylates at 550-750 °C (1,022-1,382 °F)"
6786,"-72 °F"
N/A,"387 °F (decomposes)"
172866199,"sublimes"
29910,"360 °F"
N/A,"262-325 °F (loses H₂O)"
8640,"122 °F"
9989226,"3632 °F"
73415800,"2804 °F"
26039,"-2.2 °F"
26040,"-5.8 °F"
26042,"3326-3362 °F"
6327182,"842 °F"
8679,"226 °F"
23690431,"473 °F (decomposes)"
5455,"312 °F"
8738,"-45 °F"
8785,"-60.7 °F"
8821,"-96 °F"
8846,"-83 °F"
700,"51 °F"
8857,"117 °F"
8858,"-52 °F"
8893,"635 °F"
8900,"-131 °F"
971,"372 °F"
26710,">356 °F (decomposes)"
15133,"58 °F"
165411828,"1700-1800 °F"
N/A,"3110 °F"
8697,"-117 °F"
9015,"126.5 °F"
9033,"-97 °F"
3562,"-180 °F"
8346,"-13 °F"
2566,"304 °F"
56955933,"2372 °F"
27756,"-112 °F"
15413,"-164.2 °F"
4109,"172 °F"
76958330,"-15 °F"
15615,"-48 °F"
N/A,"211 °F"
28780,">572 °F (decomposes)"
81766,"-86.8 °F"
2256,"340 °F"
15965,"392 °F (decomposes)"
N/A,"-265 °F"
16004,"145 °F"
N/A,"-52 °F"
14906,"-81.7 °F"
30318,"105 °F"
16421,"97 °F"
30479,"257 °F"
62750,"522 °F"
16591,"5 °F"
9171,"489 °F"
31070,"121 °F"
17038,"321 °F (decomposes)"
17142,"203-208 °F"
N/A,"-106 °F"
11761,"158 °F"
17358,"-83 °F (sublimes)"
N/A,"-77 - (-)14 °F"
87468080,"-58 °F"
3033839,"325 °F (loses H₂O)"
33557,"527 °F (decomposes to sodium and nitrogen)"
15450,"<212 °F"
17604,"203-205 °F"
17607,"-212 °F"
6795,"<608 °F (decomposes)"
9253,"-137 °F"
2730,"108 °F"
18087,">608 °F"
4130,"99 °F"
4790,"-45 °F"
3118,"-13 °F"
9298,"106 °F"
9300,"140 °F"
4420,"80 °F"
9321,"36 °F"
12310947,"219 °F"
9411,"317 °F (sublimes)"
18503,"261 °F"
3120,"316 °F"
9550,"-229 °F"
5392,"87 °F"
25484,"-112 °F"
9623,"-173 °F"
61109,"-202 °F"
2286,"46-54 °F"
9863,"4892 °F (sublimes)"
169132,"-76 °F"
447466,"-101 °F"
9864,"113 °F"
9999,"-18 °F"
15938,"572 °F (decomposes)"
712,"-134 °F"
712,"-134 °F"
2336,"3497-3515 °F"
10439,"137 °F"
10461,"55-57 °F"
10477,"20 °F"
2244,"275 °F"
10509,"57.6 °F"
21202,"<14 °F"
5853,"181-183 °F"
10757,"134 °F"
N/A,"-2 °F"
5897,"381 °F"
10900,"-57 to -115 °F"
89594,"-110 °F"
N/A,"-70 °F"
24883,"-119 °F"
10967,"-43 °F"
7612,"-121 °F"
11029,"662 °F (decomposes)"
11089,"329-336 °F"
3346,"43 °F"
4510,"56 °F"
11164,"-49 °F"
11178,"266 °F"
11205,"194 °F"
9215,"225-230 °F"
3286,"9-10 °F"
11251,"-134 °F"
991,"43 °F"
5954,"315-318 °F"
753,"64 °F"
62586,"-134 °F"
5976,"-72 °F"
441071,"514 °F"
5988,"320-367 °F (decomposes)"
2365,"-28 °F"
11954021,"217-228 °F"
11419,"6.8 °F"
11443,"67.1-70.7 °F"
N/A,"235 °F"
11583,"-71 °F"
11597,"-219.6 °F"
62152,"-213 °F"
11641,"-219 °F"
6053,"232 °F"
3283,"-177 °F"
6061,"-62.3 °F"
11813,"151 °F"
1639,"318 °F"
12228,"-112 °F"
N/A,">-148 °F"
6115,"21 °F"
2723790,"349-352 °F"
12276,"324 °F (sublimes)"
12278,"-95.44 °F"
3039,"183 °F"
16212360,"392 °F (decomposes)"
12348,"-95 °F"
40818,"-8 °F"
281,"-337 °F"
6129,"293 °F"
12512,"-137 °F"
284,"20 °F (90% solution)"
176,"62 °F"
22933,"18 °F"
887,"-144 °F"
3776,"-127 °F"
180,"-137 °F"
6212,"-82 °F"
6214,"368.2 °F (sublimes)"
12679,"43 °F"
1133,"2.3 °F"
6228,"-78 °F"
12682,"28 °F"
12695,"-188 °F"
6786,"-72 °F"
5371562,"129 °F"
1031,"-196 °F"
263,"-129 °F"
241,"41.9 °F"
6278,"-26.5 °F"
12358480,"473 °F (decomposes)"
4115,"171 °F"
52997,"397.4-401 °F"
5359268,"1220 °F"
5352425,"621.5 °F"
23930,"2271 °F"
61437,"-40 °F"
23931,"-38 °F"
23931,"-38 °F"
23932,"4752 °F"
23932,"4752 °F"
935,"2831 °F"
3082,"125 °F"
935,"2831 °F"
23939,"3222 °F"
12329,"46.4 °F"
23948,"3571 °F"
5461123,"2570 °F"
12377,"-122.1 °F"
23954,"1763.5 °F"
23956,"5425 °F"
5359464,"302 °F"
N/A,"449 °F"
23964,"6170 °F"
5354495,"1166 °F"
5359596,"1135 °F (sublimes)"
5355457,"1337 °F"
5460467,"2349 °F"
23973,"610 °F"
23976,"3452 °F"
23976,"3452 °F"
23976,"3452 °F"
104730,"2719 °F"
7055,"94.3 °F"
23986,"4041 °F"
23989,"2075 °F"
23989,"2075 °F"
23993,"2732 °F"
23995,"3375 °F"
5359967,"314 °F"
1119,"-104 °F"
6323,"-137 °F"
6325,"-272.4 °F"
6327,"-144 °F"
6328,"-88 °F"
6329,"-136 °F"
768,"7 °F (96%)"
878,"-189.4 °F"
6332,"-182 °F"
6333,"-124 °F"
6334,"-306 °F"
6335,"-153 °F"
6337,"-218 °F"
6338,"-256 °F"
6339,"-257 °F"
6341,"-114 °F"
6342,"-49 °F"
177,"-190 °F"
6343,"-234 °F"
6344,"-139 °F"
713,"37 °F"
6348,"-169 °F"
6354,"-171 °F"
5558,"47 °F"
6360,"-216.9 °F"
6363,"-150 °F"
6365,"-143 °F"
6366,"-188.5 °F"
6369,"-227 °F"
6370,"-211 °F"
6371,"-180 °F"
6372,"""-231 °F"""
6374,"246 °F"
1146,"-179 °F"
6375,"-20 °F"
807,"236 °F"
6377,"-85 °F"
6378,"-170 °F"
6382,"-231 °F"
6384,"-267 °F"
6386,"78 °F"
6389,"-168 °F"
6391,"-252 °F"
24227,"-58 to -87 °F"
6394,"-17.5 °F"
62714,"1256 °F"
6403,"-148 °F"
6418,"46 °F"
6421,"136 °F"
6423,"-93 °F"
6426,"105 °F"
6427,"77 °F"
6428,"-33.5 °F"
6429,"-137 °F"
6430,"-223 °F"
24258,"-234 °F"
2537,"345 °F"
N/A,"3110 °F"
23665763,"decomposes"
6356,"-196 °F"
3589,"203 °F"
5727,"554 °F"
313,"-174 °F"
1004,"108 °F"
14917,"-118 °F"
222,"-107.9 °F"
1118,"51 °F"
656671,">302 °F (decomposes)"
13032,"-58 °F"
944,"-44 °F"
24386,"-156 °F"
24387,"-170 °F"
784,"12 °F"
123286,"111.4 °F"
24408,"19 °F"
7820,"67.1 °F"
24414,"2876 °F"
6478,"16 °F"
N/A,"1112 °F (decomposes)"
N/A,"1112 °F (decomposes)"
24460,"1551 °F"
24482,"268 °F"
6492,"92.5 °F"
5870,"489.2 °F"
6497,"-25 °F"
24497,"2840 °F (decomposes)"
24524,"-363 °F"
6326970,"392 °F"
24526,"-150 °F"
23984,"-267 °F"
402,"-121.88 °F"
533,"-87 °F"
24547,"-371 °F"
24553,"-343.8 °F"
24555,"-185 °F"
24558,"-59 °F"
23969,"-179 °F"
9560,"44.4-70 °F (trans-) 70 °F (cis-)"
24606,"-77 °F"
24637,"-105 °F"
N/A,"6602 °F (sublimes)"
6511,"-202 °F"
24404,"-209 °F"
9359,"-126 °F"
23953,"-301 °F"
6517,"-117 °F"
6527,"-22-(-)13 °F"
6531,"-4 °F"
6544,"17 °F"
6556,"-255.8 °F"
6560,"-162 °F"
N/A,"149 °F"
6568,"-175 °F"
6569,"-123 °F"
6570,"20 °F"
6574,"-34 °F"
6575,"-99 °F"
6577,"-8.5 °F"
6579,"184 °F"
1032,"-6.7 °F"
6581,"55 °F"
6584,"-145 °F"
6587,"-130 °F"
6588,"32 °F"
6589,"-199.3 °F"
4093,"61 °F"
6597,"""49.5 °F"""
6598,"-27 °F"
398,"-135 °F"
5284469,"149-194 °F"
N/A,"149 °F"
N/A,"-76-(-)58 °F"
N/A,"-50 °F"
N/A,"0 °F"
N/A,"302-320 °F"
N/A,"102-110 °F"
N/A,"110 °F"
6654,"-67 °F"
6658,"-54 °F"
24722,"-13 °F"
54678486,"322 °F"
13192,"-89 °F"
6720,"295 °F"
6732,"230 °F"
6758,"329-331 °F"
6781,"-41 °F"
3026,"-31 °F"
6811,"267.4 °F"
2268,"163 °F"
6901,"-6 °F"
992,"374 °F"
6917,"57 °F"
6984,"57 °F"
N/A,"41 °F"
294,"500-518 °F (decomposes)"
N/A,"decomposes"
7040,"68-72 °F"
931,"176 °F"
7057,"232 °F"
7070,"270-271 °F"
7095,"156 °F"
7102,"127 °F"
7108,"365 °F"
7114,"237 °F"
1480,"316 °F"
7187,"217 °F"
1486,"280 °F"
7219,"29 °F"
7238,"-31.2 °F"
7239,"1 °F"
7242,"2.7 °F"
7243,"216-219 °F"
7251,"72 °F"
7261,"210 °F"
7276,"-35 °F"
7280,"43 °F"
7282,"-245 to -148 °F"
7285,"6 °F"
7288,"-44 °F"
7294,"-106 °F"
2723650,"392 °F"
7308,"302 °F"
3117,"158 °F"
7361,"-24 °F"
7362,"-34 °F"
7367,"23 °F"
7390,"-62 °F"
7406,"-141 °F"
7407,"-10 °F"
7410,"67.5 °F"
7412,"30.2 °F"
7416,"42 °F"
2314,"""265 °F"""
19950,"-2.2 °F"
N/A,"-245 °F to -148 °F"
17596,"537.8 °F"
N/A,"473 °F (decomposes)"
24530,"-112 °F"
22311,"-40 °F"
650,"27.7 °F"
7840,"-166 °F"
N/A,"-59.8 °F"
N/A,"200 °C"
7394,"-33 °F"
179,"59 °F"
8177,"-90.6 °F"
15586,"-154.3 °F"
25644,"41 °F"
6010,"323.6-334.4 °F"
4,"34.5 °F"
23284,"-94 °F"
11747,"-61.6 °F"
11807,"89.6 °F"
6358,"-128 °F"
7636,"-130 °F"
10009,"147.2 °F"
9007,"<1.4 °F"
1727,"604.4 °F"
178,"180.1 °F"
9570071,"210-214 °F"
8418,"421-424 °F"
42586,"159.8-161.6 °F"
5757,"178-179 °C"
6623,"307-313 °F"
7983,"-133 °F"
8165,"-13 °F"
5943,"-9 °F"
5756,"282 °C"
7343,"-103 °F"
7351,"-113.3 °F"
6046,"84 °F"
11758,">300 °C"
6838,"151.7 °F"
6585,"-22 to 32 °F"
31423,"313 °F"
3032581,"392 °F"
6291,"302.9"
13709,"102-104 °F"
126941,"356-399 °F"
13387,"-9 °F"
6230,"397.4 °F"
995,"212 °F"
5994,"250-252 °F"
1030,"-76 °F"
24857,"-95.8 °F"
11957694,"718.2 °F"
6013,"311 °F"
11704,"-170 °F"
3032791,"342 °F"
5565,"54 °F"
5284484,"314.6 °F"
7720,"-105 °F"
2078,"104-106 °F"
6442842,"156.2 °F"
7628,"340 °F"
N/A,"0 °F"
8146,"-108 °F"
12232,"-120.5 °F"
1068,"-144 °F"
38078,"Occurs in two steps: 289.4-327.2 °F, 372.2-433.4 °F"
977,"-361 °F"
980,"235-239 °F (sublimes)"
527,"-114 °F"
88989,"1976 °F@600 mmHg (decomposes)"
N/A,"1517-2442 °F"
2244,"138-140"
118856773,"65 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"67 °C"
N/A,"71 °C (whole mAb)"
657181,"150-155"
N/A,"61 °C"
N/A,"60 °C"
N/A,"61 °C"
N/A,"53 °C"
N/A,"76 °C at pH 4.5"
N/A,"60 °C"
92043599,"53 °C"
N/A,"61 °C"
70683024,"60 °C"
N/A,"61 °C"
N/A,"55 °C"
45267103,"229 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"60 °C"
118984375,"81 °C"
N/A,"60 °C"
N/A,"55 °C"
N/A,"61 °C"
N/A,"58 °C"
N/A,"55 °C"
16132438,"81 °C"
118984454,"81 °C"
N/A,"49-54"
N/A,"76 °C at pH 3.5"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"59 °C at pH 7.8"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"55 °C"
N/A,"61 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"76 °C at pH 3.5"
N/A,"85.5-86.5"
N/A,"48-50 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
5284373,"148-151 °C"
14257662,"222"
73759969,"55 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"55 °C"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"54 °C"
448601,"153-156"
71306834,"61 °C"
439302,"192-194 ℃"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
N/A,"61 °C (FAB fragment), 71 °C (whole mAb)"
26476,"61 °C (FAB fragment), 71 °C (whole mAb)"
1051,"255 °C"
166596686,"> 300"
6274,"287 dec °C"
1060,"13.8 °C"
6140,"283 dec °C"
171548,"232 dec °C"
305,"244-247 °C (as chloride salt)"
5962,"224.5 dec °C"
6322,"244 dec °C"
54670067,"191 dec °C"
1103,"29 °C"
5960,"270 °C"
6262,"140 °C"
5961,"185.5 dec °C"
6083,"195 dec °C"
5280934,"-16.5 °C"
5951,"228 dec °C"
6137,"283 dec °C"
6057,"343 dec °C"
5280453,"113-114"
5281243,"196 °C"
67678,"260.5 dec °C"
1110,"188 °C"
493570,"280 dec °C"
1738118,"205 °C"
33032,"224 dec °C"
124886,"195 °C"
750,"262 dec °C"
1050,"165 °C"
586,"255 dec °C"
6106,"293 °C"
6305,"290.5 dec °C"
5862,"240 dec °C"
1130,"248 dec °C"
5280793,"115-117°C"
9750,"235.5 °C"
6288,"256 dec °C"
439153,"140.0-142.0 °C"
5950,"300 dec °C"
6287,"315 °C"
445354,"63.5 °C"
14985,"3 °C"
1054,"159-162 °C"
864,"60.5 °C"
6306,"285.5 dec °C"
134601,"about 190 and 245-247"
5280795,"84.5 °C"
4055,"107 °C"
N/A,"176 °C"
145742,"221 dec °C"
190,"360 dec °C"
6267,"234-235 °C"
54687,"171.2 - 173°C"
5324346,"120-121.5 °C"
60846,"116-117 °C"
5362129,"109 °C"
71398,"185.5 °C"
82153,"226-230"
3007,"-98 ºC"
9853654,"229 dec °C"
89594,"-79 °C"
25137844,"201-203 °C (HCl salt)"
3958,"192-194"
387447,"139-143"
34359,"203-208 °C"
4771,"205 °C"
52195,"94-95 °C"
33741,"178-181 °C"
2369,"70-72 °C"
3365,"138-140 °C"
5591,"184-186 °C"
12560,"133-135"
2519,"235-237"
135398744,"189-190 °C"
4993,"233.5 °C"
5770,"264.5 °C"
447043,"126"
5472,"approx. 1 189°C"
60164,"300"
4195,"200 to 203°C"
4679,"149-150"
41781,"163-164 °C"
2771,"182-188"
2368,"196 °C"
152946,"238-242 °C"
5749,"191.5 °C"
64143,"349.84 °C"
N/A,"207"
5362440,"167.5-168 °C"
38521,"213.5-215"
53232,"174.5 °C"
3226,"48.5"
5486971,"176 - 178ºC"
5391,"119-121 °C"
4121,"225 °C"
4649,"150.5 dec °C"
127151,"170-171 °C (Mesylate salt)"
4197,">300 °C"
4842,"> 300 °C"
2479,"166.5 °C"
4463,"196.06"
2481,"138.5"
56959,"120-124"
4075,"260-280 °C"
N/A,"135ºC"
60854,">276°C (Ziprasidone Hydrochloride Monohydrate)"
9681,"195 °C"
54746,"102-104 °C"
5905,"193"
2955,"175.5 °C"
441383,"126.3 °C"
1775,"295 °C"
247839,"156.5 °C"
N/A,"201 °C"
448537,"172"
N/A,"192.5"
2812,"148"
6116,"> 160 °C"
5333,"165.5 °C"
6234,"155.5 dec °C"
2578,"31 °C"
5344,"191 °C"
4171,"120 °C"
2883,"< 25 °C"
54676038,"290 °C"
5095,"243-250 °C"
11289,"113-114"
3784,"168-170 °C"
2140,">250"
7741,"< 25 °C"
5284627,"123-125 ºC"
158781,"177.6 ºC"
2179,"235 °C"
2153,"273 °C"
5920,"230 ºC"
3114,"94.5-95 °C"
3676,"68.5 °C"
4674,"254-262"
26987,"178 °C (hydrogen fumarate formulation)"
45357473,"Can range from 173-282 °C depending of the component"
54841,"161-165 ºC"
5360373,"71 °C"
2708,"65 °C"
667484,"142-142.8"
135400182,"180-184 °C"
6917715,"196-200ºC"
5288826,"255 °C"
N/A,"107-108 °C"
135398748,"275-277 °C"
5481350,"113-115"
N/A,">300 °C"
150610,"230-234"
40973,"109-110ºC"
5746,">360 °C"
8275,"109 °C"
40839,"230-232 °C"
2732,"239 °C"
3295,"188-190.5"
4737,"129.5 °C"
60857,"136"
1983,"168-172"
5284371,"154-156"
2160,"196-197"
5790,"150.5 °C"
9878,"292-303"
5284570,"Decomposes at 305ºC"
3715,"151"
14052,"171.5-174.5"
4091,"223-226 °C"
3746,"230 ºC Decomposes (bromide)"
4095,"235 °C"
135398745,"189-195 °C"
2249,"158-160"
5447130,"238 dec °C"
N/A,"155 °C"
1046,"192 °C"
4167,"< 25 °C"
2678,"110-115°C"
5405,"147 °C"
39186,"187-188"
4976,"169-171 °C (Protriptyline HCl)"
2148,"199-200 °C"
2092,"240"
5576,"46 °C"
2789,"182-185ºC"
N/A,"248 °C"
11683,"218.0-220.0 °C"
2723601,">360 °C"
8226,"172 °C"
2733,"191-191.5"
2145,"223-225"
4046,"250-254"
5215,"255.5 dec °C"
135398654,"250-255 °C (hydrochloride salt)"
5311497,"181-183"
135398737,"183-184 °C"
N/A,">220"
3162,"< 25 °C"
13109,"232-239"
439260,"217 dec °C"
60613,"480 °C"
4205,"114-116 °C"
4064,"105 °C"
5440,"62-64 °C"
33624,"202-203"
6918140,"90-100°C"
5572,"115 °C"
9051,"168-169"
4178,"203-205 °C"
71384,"191-197 °C"
2162,"199-201"
1935,"183.5 °C"
5546,"316 °C"
454216,"116-117 °C"
4919,"86 °C"
6041,"140-145 °C"
31072,"123.5 °C"
2724385,"230-265"
5355,"178 dec °C"
3290,"166-168"
4497,"125 °C"
21700,"208-210"
2576,"92"
5994,"128-132"
10297,"190-194 °C"
216239,"187-226"
441140,"220 °C"
969472,"202-203"
2118,"228-229.5 °C"
16960,"113-115"
3468,"215 °C"
3964,"109-111 °C"
446596,"77-78"
2551,"208-210"
77999,"122-123 °C"
119570,"288-290"
1989,"188-190 °C"
6249,"208 dec °C"
24244,"267-270"
5193,"100 °C"
51634,"169-172 °C"
4926,"< 25 °C"
5833,"198-207"
4107,"92"
3661,"108.5 °C"
5732,"193-197"
3324,"102-104 °C"
5282443,"60 °C"
29327,"115 °C"
5281074,"95-105 °C"
N/A,"112.5 °C"
6256,"186-189"
4917,"228 °C"
2913,"112.3-113.3"
145068,"-163.6 °C"
2315,"222-223 °C"
135401907,">300"
5481173,"103-113"
5578,"199-203 °C"
9782,"178°C"
452548,"242-246 °C"
41867,"344.53 °C"
5959,"171"
3883,"178-182 °C"
3105,"146-147"
3168,"145-146.5"
5819,"235.5 °C"
4058,"270 °C"
3957,"134-136 °C"
6024,"160-160.5 °C"
4893,"277-280"
3696,"174-175"
5284513,"228-230 °C"
4409,"78-82"
5459110,"225 °C"
4099,"150.5 °C"
3826,"162-165 °C (tromethamine salt)"
31304,"203.5 °C"
3229,"220-224 °C"
3034034,"57 °C"
54677971,"211 dec °C"
16078,"200 °C at 2.00E-02 mm Hg"
5281040,"275.9 F"
3386,"193 - 197 °C"
10770,"177-178.5"
N/A,"236-236.5"
2726,"177-178"
5071,">300 °C"
37768,"214"
5035,"268-272"
2662,"157-159"
6172,"152-153"
2435,"207.5 °C"
51081,"271 dec °C"
2123,"168"
5253,"206.75"
2477,"201.5-202.5"
441314,"114 °C"
9601226,"149-153 °C"
35370,"113-115 °C"
5284603,"219"
4760,"150 °C"
3397,"111.5-112.5"
5509,"156 dec °C"
2756,"142 °C"
3559,"148"
5359371,"181 °C"
20299,"181.5 °C"
41684,"202 °C"
8730,"235-236 °C"
564,"205 °C"
5360696,"122-124"
5460033,"270 dec °C"
N/A,"329 °C"
2082,"208-210"
5484727,"119-123 °C"
6957673,"240-242"
449171,"189-190 °C"
4170,"256 °C"
5510,"111 °C"
3025,"99-101 °C (HCl salt)"
3415,"88.06 °C"
2907,"48-49"
4060,"135 °C"
25210,"152.5 °C"
6915944,">135"
3520,"50 °C"
2764,"255-257 °C"
3005573,"108-110 °C"
4543,"58"
